DATE,PRCP,SNWD,SNOW,TMAX,TMIN,AWND
20090101,0,0,0,-33,-94,50
20090102,0,0,0,11,-50,28
20090103,0,0,0,33,-17,45
20090104,0,0,0,56,-39,34
20090105,0,0,0,61,33,31
20090106,20,0,0,33,-6,30
20090107,302,0,0,33,-6,47
20090108,0,0,0,33,-17,51
20090109,0,0,0,0,-33,43
20090110,36,0,25,-11,-50,30
20090111,48,25,0,-6,-44,31
20090112,0,25,0,6,-61,28
20090113,0,0,0,50,-22,24
20090114,0,0,0,22,-89,38
20090115,13,25,25,-56,-94,34
20090116,0,0,0,-89,-128,41
20090117,0,0,0,-56,-144,25
20090118,46,0,56,17,-56,24
20090119,46,76,46,6,-33,10
20090120,0,102,0,-17,-72,27
20090121,0,76,0,-33,-83,37
20090122,0,76,0,28,-67,30
20090123,0,51,0,83,-6,22
20090124,0,0,0,78,-83,51
20090125,0,0,0,-28,-106,28
20090126,0,0,0,-17,-72,22
20090127,0,0,0,-17,-39,19
20090128,246,76,76,50,-44,43
20090129,0,25,0,22,-33,38
20090130,0,25,0,17,-33,30
20090131,0,25,0,-28,-67,38
20090201,0,25,0,111,-33,34
20090202,0,0,0,117,11,23
20090203,89,0,109,11,-39,36
20090204,0,76,0,-11,-83,34
20090205,0,76,0,-50,-111,43
20090206,0,51,0,0,-94,24
20090207,0,25,0,100,-22,17
20090208,0,0,0,144,33,43
20090209,0,0,0,72,6,26
20090210,0,0,0,100,17,17
20090211,8,0,0,183,72,20
20090212,30,0,0,139,67,60
20090213,0,0,0,67,-6,54
20090214,0,0,0,50,-22,28
20090215,0,0,0,56,-22,32
20090216,0,0,0,44,-22,24
20090217,0,0,0,44,-44,22
20090218,81,0,0,67,0,25
20090219,0,0,0,100,-28,41
20090220,0,0,0,6,-50,61
20090221,0,0,0,56,-33,34
20090222,18,0,0,67,-6,40
20090223,0,0,0,11,-44,60
20090224,0,0,0,28,-56,43
20090225,0,0,0,56,-44,19
20090226,0,0,0,100,17,21
20090227,10,0,0,161,61,36
20090228,0,0,0,122,-6,42
20090301,38,0,46,22,-22,44
20090302,124,178,165,-22,-89,49
20090303,0,203,0,-33,-111,52
20090304,0,203,0,11,-78,26
20090305,0,51,0,61,-22,18
20090306,3,0,0,128,33,36
20090307,0,0,0,211,106,20
20090308,0,0,0,178,94,32
20090309,25,0,0,94,33,35
20090310,3,0,0,83,28,23
20090311,0,0,0,144,50,33
20090312,0,0,0,67,0,41
20090313,0,0,0,44,-28,28
20090314,0,0,0,106,0,22
20090315,0,0,0,106,56,10
20090316,0,0,0,83,44,28
20090317,0,0,0,128,22,26
20090318,0,0,0,178,50,36
20090319,33,0,0,117,56,20
20090320,10,0,0,78,6,34
20090321,0,0,0,94,-6,30
20090322,0,0,0,122,17,38
20090323,0,0,0,67,-17,39
20090324,0,0,0,100,-28,36
20090325,0,0,0,111,17,25
20090326,102,0,0,72,56,21
20090327,0,0,0,172,67,21
20090328,13,0,0,144,67,35
20090329,94,0,0,111,56,34
20090330,0,0,0,117,50,54
20090331,0,0,0,156,33,32
20090401,91,0,0,94,61,30
20090402,3,0,0,178,67,25
20090403,231,0,0,161,89,37
20090404,0,0,0,122,83,66
20090405,0,0,0,183,72,34
20090406,142,0,0,128,72,28
20090407,0,0,0,94,39,43
20090408,0,0,0,89,17,28
20090409,0,0,0,172,50,22
20090410,0,0,0,150,72,22
20090411,142,0,0,100,50,38
20090412,0,0,0,94,22,44
20090413,0,0,0,139,11,29
20090414,43,0,0,111,56,40
20090415,51,0,0,139,56,42
20090416,0,0,0,178,67,30
20090417,0,0,0,217,56,16
20090418,0,0,0,261,122,21
20090419,0,0,0,172,83,36
20090420,455,0,0,100,56,53
20090421,23,0,0,150,89,30
20090422,10,0,0,133,83,24
20090423,0,0,0,139,61,38
20090424,0,0,0,222,83,18
20090425,0,0,0,311,111,20
20090426,0,0,0,333,194,18
20090427,0,0,0,289,144,27
20090428,0,0,0,322,206,40
20090429,0,0,0,206,94,33
20090430,0,0,0,161,89,19
20090501,107,0,0,217,117,31
20090502,28,0,0,200,122,22
20090503,104,0,0,156,111,14
20090504,89,0,0,139,106,20
20090505,79,0,0,122,106,41
20090506,292,0,0,183,94,22
20090507,269,0,0,211,106,15
20090508,0,0,0,233,133,13
20090509,157,0,0,244,144,21
20090510,0,0,0,211,122,45
20090511,0,0,0,189,100,21
20090512,0,0,0,206,100,15
20090513,0,0,0,194,94,24
20090514,13,0,0,194,133,34
20090515,0,0,0,244,156,13
20090516,41,0,0,217,144,22
20090517,10,0,0,189,111,29
20090518,0,0,0,144,94,23
20090519,0,0,0,206,61,19
20090520,0,0,0,278,111,22
20090521,0,0,0,300,156,30
20090522,0,0,0,289,167,28
20090523,0,0,0,228,156,-9999
20090524,0,0,0,283,156,-9999
20090525,0,0,0,272,172,-9999
20090526,0,0,0,189,117,-9999
20090527,0,0,0,183,117,10
20090528,15,0,0,161,133,1
20090529,109,0,0,233,128,7
20090530,0,0,0,250,156,-9999
20090531,0,0,0,272,139,-9999
20090601,0,0,0,217,100,23
20090602,15,0,0,267,161,18
20090603,127,0,0,222,122,16
20090604,137,0,0,200,128,11
20090605,239,0,0,156,128,32
20090606,0,0,0,244,139,16
20090607,0,0,0,278,172,19
20090608,5,0,0,239,167,26
20090609,465,0,0,217,156,23
20090610,0,0,0,194,150,27
20090611,41,0,0,178,150,29
20090612,155,0,0,267,167,13
20090613,33,0,0,228,161,19
20090614,5,0,0,228,144,21
20090615,127,0,0,222,139,14
20090616,0,0,0,211,133,26
20090617,0,0,0,200,128,22
20090618,584,0,0,178,156,28
20090619,0,0,0,250,172,14
20090620,71,0,0,217,172,16
20090621,114,0,0,256,172,28
20090622,0,0,0,239,183,33
20090623,0,0,0,267,189,23
20090624,76,0,0,244,183,12
20090625,0,0,0,267,178,13
20090626,185,0,0,283,178,-9999
20090627,5,0,0,272,172,-9999
20090628,0,0,0,278,178,-9999
20090629,0,0,0,272,183,24
20090630,168,0,0,289,183,16
20090701,0,0,0,272,189,23
20090702,152,0,0,244,189,19
20090703,0,0,0,256,183,22
20090704,0,0,0,261,189,32
20090705,0,0,0,261,161,20
20090706,0,0,0,283,172,17
20090707,33,0,0,261,161,23
20090708,0,0,0,250,144,22
20090709,0,0,0,228,161,35
20090710,0,0,0,256,156,20
20090711,84,0,0,256,172,25
20090712,5,0,0,272,178,22
20090713,0,0,0,261,161,14
20090714,0,0,0,261,161,22
20090715,0,0,0,278,172,16
20090716,0,0,0,289,211,22
20090717,53,0,0,300,200,19
20090718,5,0,0,283,200,29
20090719,0,0,0,272,178,21
20090720,0,0,0,272,194,20
20090721,290,0,0,217,178,28
20090722,0,0,0,278,178,13
20090723,99,0,0,250,178,34
20090724,5,0,0,256,172,21
20090725,0,0,0,283,189,22
20090726,361,0,0,289,194,21
20090727,152,0,0,283,200,17
20090728,0,0,0,294,217,13
20090729,386,0,0,283,211,22
20090730,0,0,0,294,222,24
20090731,180,0,0,294,194,21
20090801,0,0,0,283,183,19
20090802,267,0,0,233,194,24
20090803,0,0,0,289,211,10
20090804,0,0,0,283,200,19
20090805,0,0,0,294,228,18
20090806,0,0,0,250,189,13
20090807,0,0,0,261,178,22
20090808,0,0,0,256,172,21
20090809,3,0,0,261,211,15
20090810,132,0,0,328,200,27
20090811,0,0,0,306,244,21
20090812,0,0,0,261,217,29
20090813,5,0,0,222,200,26
20090814,0,0,0,300,194,12
20090815,0,0,0,311,211,14
20090816,0,0,0,328,228,15
20090817,0,0,0,333,239,17
20090818,163,0,0,322,200,22
20090819,0,0,0,322,217,18
20090820,0,0,0,317,239,14
20090821,33,0,0,317,222,22
20090822,188,0,0,272,211,13
20090823,5,0,0,289,228,8
20090824,0,0,0,278,206,14
20090825,0,0,0,283,206,15
20090826,8,0,0,294,211,25
20090827,0,0,0,256,194,16
20090828,130,0,0,222,178,26
20090829,140,0,0,222,194,24
20090830,0,0,0,272,189,24
20090831,0,0,0,222,167,22
20090901,0,0,0,233,139,17
20090902,0,0,0,250,139,10
20090903,0,0,0,256,161,16
20090904,0,0,0,283,167,18
20090905,0,0,0,289,206,16
20090906,0,0,0,239,172,40
20090907,0,0,0,233,156,18
20090908,0,0,0,233,167,8
20090909,0,0,0,244,172,37
20090910,0,0,0,200,156,56
20090911,213,0,0,189,133,61
20090912,8,0,0,194,172,23
20090913,0,0,0,261,178,19
20090914,0,0,0,244,161,22
20090915,0,0,0,256,172,18
20090916,0,0,0,211,172,46
20090917,3,0,0,172,128,26
20090918,0,0,0,233,133,26
20090919,0,0,0,211,117,17
20090920,0,0,0,228,122,16
20090921,0,0,0,239,139,18
20090922,0,0,0,228,178,13
20090923,0,0,0,267,206,25
20090924,8,0,0,278,189,21
20090925,0,0,0,206,133,33
20090926,36,0,0,194,122,29
20090927,262,0,0,200,150,21
20090928,46,0,0,222,144,29
20090929,0,0,0,189,122,32
20090930,0,0,0,156,94,35
20091001,0,0,0,128,83,22
20091002,15,0,0,178,83,21
20091003,74,0,0,211,172,13
20091004,0,0,0,233,139,19
20091005,0,0,0,194,117,32
20091006,0,0,0,189,100,20
20091007,41,0,0,206,139,49
20091008,0,0,0,172,111,26
20091009,8,0,0,206,150,18
20091010,0,0,0,189,100,22
20091011,0,0,0,178,78,25
20091012,0,0,0,117,61,12
20091013,0,0,0,178,78,27
20091014,0,0,0,117,50,13
20091015,150,0,0,83,28,51
20091016,13,0,0,78,28,41
20091017,8,0,0,89,56,42
20091018,74,0,0,72,50,40
20091019,0,0,0,128,28,17
20091020,0,0,0,183,72,17
20091021,0,0,0,200,111,5
20091022,0,0,0,233,122,28
20091023,48,0,0,178,94,40
20091024,460,0,0,183,117,30
20091025,0,0,0,167,106,27
20091026,0,0,0,156,78,20
20091027,157,0,0,128,100,31
20091028,328,0,0,139,106,39
20091029,0,0,0,139,94,24
20091030,0,0,0,150,111,25
20091031,43,0,0,217,128,31
20091101,3,0,0,144,94,26
20091102,0,0,0,128,78,37
20091103,0,0,0,156,61,21
20091104,0,0,0,111,50,22
20091105,0,0,0,117,56,20
20091106,0,0,0,100,28,32
20091107,0,0,0,117,17,22
20091108,0,0,0,206,83,11
20091109,0,0,0,194,94,18
20091110,0,0,0,183,133,21
20091111,0,0,0,139,89,49
20091112,18,0,0,100,72,64
20091113,10,0,0,128,89,70
20091114,124,0,0,139,111,30
20091115,5,0,0,189,122,15
20091116,0,0,0,150,94,23
20091117,0,0,0,128,78,33
20091118,0,0,0,117,56,33
20091119,46,0,0,150,83,28
20091120,127,0,0,161,89,31
20091121,0,0,0,139,78,21
20091122,0,0,0,128,72,31
20091123,0,0,0,100,67,50
20091124,0,0,0,144,89,33
20091125,8,0,0,106,94,24
20091126,0,0,0,139,100,21
20091127,0,0,0,100,61,43
20091128,0,0,0,100,56,51
20091129,0,0,0,150,39,23
20091130,69,0,0,139,44,31
20091201,0,0,0,83,17,32
20091202,114,0,0,133,50,22
20091203,185,0,0,189,94,44
20091204,0,0,0,111,67,24
20091205,163,0,0,72,6,33
20091206,0,0,0,33,6,32
20091207,0,0,0,39,0,20
20091208,0,0,0,67,11,33
20091209,376,0,0,117,6,37
20091210,0,0,0,78,-28,55
20091211,0,0,0,-17,-61,57
20091212,0,0,0,28,-39,34
20091213,241,0,0,111,11,27
20091214,0,0,0,78,44,24
20091215,0,0,0,111,56,31
20091216,0,0,0,56,-22,49
20091217,0,0,0,-6,-67,51
20091218,0,0,0,-11,-89,24
20091219,155,0,231,-11,-61,48
20091220,33,254,46,11,-61,44
20091221,0,178,0,22,-22,48
20091222,0,178,0,22,-50,41
20091223,0,127,0,-11,-67,43
20091224,0,102,0,39,-44,25
20091225,61,51,0,33,6,42
20091226,376,0,0,122,28,55
20091227,84,0,0,128,44,34
20091228,0,0,0,61,-11,40
20091229,0,0,0,-6,-89,64
20091230,0,0,0,0,-72,26
20091231,58,0,38,17,-17,16
20100101,8,0,0,44,6,15
20100102,5,0,5,11,-83,56
20100103,0,0,0,-56,-83,64
20100104,0,0,0,-11,-72,48
20100105,0,0,0,-11,-67,44
20100106,0,0,0,11,-33,43
20100107,0,0,0,28,-11,39
20100108,13,0,15,6,-50,34
20100109,0,0,0,-11,-78,39
20100110,0,0,0,-22,-100,31
20100111,0,0,0,-6,-61,32
20100112,0,0,0,17,-44,42
20100113,0,0,0,17,-44,36
20100114,0,0,0,56,-11,15
20100115,0,0,0,100,17,35
20100116,0,0,0,94,33,29
20100117,145,0,0,78,17,17
20100118,13,0,0,100,28,-9999
20100119,0,0,0,89,44,-9999
20100120,0,0,0,50,11,28
20100121,0,0,0,50,-6,14
20100122,0,0,0,67,0,29
20100123,0,0,0,44,-22,14
20100124,5,0,0,100,0,11
20100125,318,0,0,139,94,-9999
20100126,0,0,0,94,17,39
20100127,0,0,0,39,-6,31
20100128,23,0,33,56,-67,38
20100129,0,0,0,-50,-89,52
20100130,0,0,0,-67,-106,40
20100131,0,0,0,-11,-100,28
20100201,0,0,0,17,-39,36
20100202,8,0,20,6,-28,19
20100203,15,25,5,39,-17,23
20100204,0,0,0,28,-22,40
20100205,0,0,0,22,-17,21
20100206,0,0,0,6,-67,61
20100207,0,0,0,11,-83,45
20100208,0,0,0,28,-50,44
20100209,0,0,0,56,-22,23
20100210,338,51,254,11,-11,55
20100211,0,254,0,28,-22,53
20100212,0,203,0,28,-33,37
20100213,0,203,0,0,-44,39
20100214,0,203,0,39,-22,41
20100215,3,178,0,44,-28,31
20100216,109,152,127,6,-17,25
20100217,0,254,0,17,-33,36
20100218,0,203,0,44,0,45
20100219,0,152,0,61,17,51
20100220,0,102,0,67,17,36
20100221,0,76,0,78,6,43
20100222,8,0,0,72,-17,27
20100223,305,0,0,33,17,63
20100224,107,0,0,56,22,35
20100225,508,0,239,33,-28,15
20100226,297,356,292,6,-33,31
20100227,3,533,0,33,-17,20
20100228,0,381,0,44,6,17
20100301,0,279,0,89,22,44
20100302,3,178,0,83,22,24
20100303,18,102,0,50,11,47
20100304,0,0,0,83,17,35
20100305,0,0,0,94,11,34
20100306,0,0,0,122,0,32
20100307,0,0,0,139,28,32
20100308,0,0,0,161,50,32
20100309,0,0,0,161,67,20
20100310,0,0,0,139,67,22
20100311,0,0,0,117,56,40
20100312,53,0,0,61,39,62
20100313,980,0,0,78,33,102
20100314,61,0,0,100,61,61
20100315,84,0,0,78,50,52
20100316,0,0,0,172,50,34
20100317,0,0,0,189,61,11
20100318,0,0,0,206,100,15
20100319,0,0,0,222,94,15
20100320,0,0,0,233,122,22
20100321,0,0,0,178,106,29
20100322,340,0,0,139,100,25
20100323,28,0,0,117,72,27
20100324,0,0,0,156,61,52
20100325,0,0,0,167,89,19
20100326,36,0,0,111,11,47
20100327,0,0,0,67,-17,34
20100328,86,0,0,94,22,36
20100329,401,0,0,117,89,29
20100330,622,0,0,100,50,48
20100331,3,0,0,139,72,26
20100401,0,0,0,211,89,21
20100402,0,0,0,200,89,20
20100403,0,0,0,194,83,22
20100404,0,0,0,244,83,12
20100405,0,0,0,239,133,29
20100406,0,0,0,256,144,18
20100407,0,0,0,333,133,31
20100408,0,0,0,267,178,28
20100409,76,0,0,200,67,34
20100410,0,0,0,167,56,44
20100411,0,0,0,244,111,30
20100412,0,0,0,194,111,24
20100413,0,0,0,133,83,22
20100414,0,0,0,194,72,23
20100415,0,0,0,228,100,30
20100416,79,0,0,139,78,33
20100417,3,0,0,122,78,30
20100418,0,0,0,139,56,32
20100419,0,0,0,172,78,31
20100420,0,0,0,211,83,22
20100421,8,0,0,206,117,30
20100422,0,0,0,222,106,26
20100423,0,0,0,200,67,29
20100424,0,0,0,200,78,25
20100425,406,0,0,111,78,31
20100426,175,0,0,117,89,36
20100427,13,0,0,144,50,33
20100428,0,0,0,133,44,43
20100429,0,0,0,206,72,40
20100430,0,0,0,256,133,23
20100501,0,0,0,294,178,18
20100502,0,0,0,311,189,23
20100503,328,0,0,267,194,22
20100504,0,0,0,272,167,23
20100505,0,0,0,267,144,23
20100506,0,0,0,256,150,33
20100507,0,0,0,228,111,22
20100508,10,0,0,244,94,45
20100509,0,0,0,111,67,51
20100510,0,0,0,161,50,36
20100511,8,0,0,133,61,15
20100512,109,0,0,89,67,31
20100513,0,0,0,194,61,22
20100514,10,0,0,267,128,29
20100515,0,0,0,228,156,33
20100516,0,0,0,222,122,19
20100517,0,0,0,233,128,13
20100518,277,0,0,167,100,40
20100519,0,0,0,178,100,17
20100520,0,0,0,261,128,13
20100521,0,0,0,294,161,22
20100522,0,0,0,233,139,28
20100523,0,0,0,217,144,36
20100524,8,0,0,228,156,23
20100525,0,0,0,278,161,15
20100526,0,0,0,333,183,20
20100527,15,0,0,283,128,26
20100528,0,0,0,211,133,13
20100529,0,0,0,250,161,25
20100530,0,0,0,289,194,26
20100531,0,0,0,300,206,17
20100601,0,0,0,294,189,20
20100602,0,0,0,306,194,15
20100603,0,0,0,306,194,21
20100604,0,0,0,311,222,17
20100605,0,0,0,311,244,33
20100606,5,0,0,317,161,38
20100607,0,0,0,239,139,31
20100608,0,0,0,239,144,23
20100609,226,0,0,200,139,19
20100610,64,0,0,233,144,16
20100611,0,0,0,217,144,19
20100612,0,0,0,261,161,21
20100613,76,0,0,256,183,28
20100614,3,0,0,261,178,11
20100615,0,0,0,272,178,24
20100616,0,0,0,239,178,22
20100617,114,0,0,233,183,32
20100618,0,0,0,300,156,15
20100619,0,0,0,272,178,22
20100620,0,0,0,317,217,17
20100621,0,0,0,306,217,17
20100622,69,0,0,306,217,17
20100623,0,0,0,317,217,27
20100624,0,0,0,333,244,29
20100625,0,0,0,306,217,21
20100626,0,0,0,317,217,16
20100627,0,0,0,328,217,17
20100628,3,0,0,339,244,31
20100629,0,0,0,328,211,29
20100630,0,0,0,261,167,26
20100701,0,0,0,250,167,27
20100702,0,0,0,278,161,22
20100703,0,0,0,317,183,15
20100704,0,0,0,356,228,24
20100705,0,0,0,372,244,14
20100706,0,0,0,394,272,15
20100707,0,0,0,378,267,21
20100708,0,0,0,317,250,16
20100709,5,0,0,322,239,25
20100710,0,0,0,283,228,17
20100711,0,0,0,344,217,16
20100712,0,0,0,344,228,20
20100713,213,0,0,283,228,22
20100714,114,0,0,261,228,19
20100715,0,0,0,306,222,24
20100716,0,0,0,339,233,22
20100717,0,0,0,344,244,24
20100718,0,0,0,344,256,25
20100719,38,0,0,333,222,16
20100720,0,0,0,317,233,16
20100721,0,0,0,339,244,18
20100722,0,0,0,322,233,30
20100723,178,0,0,306,228,7
20100724,0,0,0,361,267,24
20100725,89,0,0,339,211,25
20100726,0,0,0,306,200,29
20100727,0,0,0,328,211,19
20100728,0,0,0,317,233,29
20100729,23,0,0,317,233,26
20100730,0,0,0,294,189,22
20100731,0,0,0,294,189,22
20100801,0,0,0,267,211,15
20100802,0,0,0,294,206,22
20100803,0,0,0,300,222,31
20100804,0,0,0,328,239,24
20100805,5,0,0,350,250,30
20100806,0,0,0,322,211,22
20100807,0,0,0,306,200,16
20100808,0,0,0,317,228,30
20100809,0,0,0,344,233,26
20100810,0,0,0,333,256,15
20100811,0,0,0,339,244,23
20100812,23,0,0,244,200,26
20100813,0,0,0,278,200,33
20100814,0,0,0,278,183,24
20100815,41,0,0,250,194,21
20100816,28,0,0,300,206,18
20100817,0,0,0,328,233,14
20100818,0,0,0,300,222,20
20100819,0,0,0,328,200,11
20100820,0,0,0,322,228,25
20100821,0,0,0,294,189,23
20100822,429,0,0,267,206,29
20100823,267,0,0,211,183,36
20100824,5,0,0,211,178,44
20100825,254,0,0,206,178,16
20100826,0,0,0,278,183,25
20100827,0,0,0,261,161,18
20100828,0,0,0,283,167,16
20100829,0,0,0,344,194,15
20100830,0,0,0,333,222,16
20100831,0,0,0,356,244,16
20100901,0,0,0,356,244,14
20100902,0,0,0,344,256,27
20100903,0,0,0,294,239,27
20100904,0,0,0,272,178,47
20100905,0,0,0,256,161,23
20100906,0,0,0,267,156,19
20100907,0,0,0,317,200,28
20100908,0,0,0,322,189,37
20100909,0,0,0,211,161,31
20100910,0,0,0,233,161,25
20100911,0,0,0,261,150,24
20100912,38,0,0,194,150,28
20100913,33,0,0,250,150,15
20100914,0,0,0,244,156,22
20100915,0,0,0,222,139,26
20100916,117,0,0,222,139,24
20100917,13,0,0,217,150,20
20100918,0,0,0,211,144,15
20100919,0,0,0,272,161,12
20100920,0,0,0,233,150,30
20100921,0,0,0,233,122,22
20100922,30,0,0,306,178,26
20100923,0,0,0,272,189,22
20100924,0,0,0,294,194,16
20100925,0,0,0,317,194,32
20100926,0,0,0,222,172,38
20100927,338,0,0,222,161,6
20100928,84,0,0,228,211,-9999
20100929,0,0,0,256,172,19
20100930,279,0,0,239,206,-9999
20101001,625,0,0,233,150,-9999
20101002,0,0,0,189,111,19
20101003,8,0,0,178,100,51
20101004,86,0,0,128,111,44
20101005,0,0,0,161,117,35
20101006,0,0,0,178,122,25
20101007,0,0,0,217,117,34
20101008,0,0,0,228,122,28
20101009,0,0,0,222,122,25
20101010,0,0,0,206,78,18
20101011,287,0,0,239,139,10
20101012,23,0,0,206,122,17
20101013,0,0,0,178,89,20
20101014,155,0,0,172,100,15
20101015,5,0,0,139,94,51
20101016,0,0,0,144,100,47
20101017,0,0,0,206,89,23
20101018,0,0,0,156,100,26
20101019,8,0,0,150,83,12
20101020,0,0,0,150,83,16
20101021,3,0,0,167,94,33
20101022,0,0,0,117,78,34
20101023,0,0,0,178,67,23
20101024,0,0,0,200,117,15
20101025,0,0,0,233,122,21
20101026,0,0,0,222,172,28
20101027,48,0,0,239,183,26
20101028,0,0,0,233,133,31
20101029,0,0,0,139,83,43
20101030,0,0,0,139,56,33
20101031,0,0,0,144,56,38
20101101,0,0,0,94,28,26
20101102,0,0,0,100,22,14
20101103,0,0,0,122,50,17
20101104,277,0,0,106,83,30
20101105,13,0,0,111,72,24
20101106,0,0,0,106,44,24
20101107,0,0,0,106,22,31
20101108,10,0,0,72,44,46
20101109,0,0,0,122,50,36
20101110,0,0,0,133,78,34
20101111,0,0,0,133,56,30
20101112,0,0,0,167,72,26
20101113,0,0,0,178,78,14
20101114,0,0,0,161,78,16
20101115,0,0,0,139,100,25
20101116,114,0,0,150,111,30
20101117,53,0,0,156,106,48
20101118,0,0,0,128,72,32
20101119,0,0,0,89,44,26
20101120,0,0,0,128,50,34
20101121,0,0,0,89,39,27
20101122,0,0,0,183,72,27
20101123,0,0,0,161,100,31
20101124,0,0,0,100,50,43
20101125,15,0,0,78,39,16
20101126,41,0,0,117,33,31
20101127,0,0,0,56,11,43
20101128,0,0,0,83,11,20
20101129,0,0,0,89,17,12
20101130,23,0,0,139,67,32
20101201,305,0,0,156,44,51
20101202,0,0,0,56,11,33
20101203,0,0,0,44,6,27
20101204,0,0,0,44,0,37
20101205,0,0,0,17,-11,44
20101206,0,0,0,17,-11,48
20101207,0,0,0,22,-11,45
20101208,0,0,0,11,-28,43
20101209,0,0,0,-11,-50,36
20101210,0,0,0,33,-56,20
20101211,0,0,0,78,11,19
20101212,351,0,0,133,44,33
20101213,10,0,0,94,-61,45
20101214,3,0,3,-50,-72,49
20101215,0,0,0,-28,-67,45
20101216,0,0,0,-11,-50,28
20101217,0,0,0,22,-50,30
20101218,0,0,0,22,-22,16
20101219,0,0,0,28,-11,22
20101220,0,0,0,28,-39,39
20101221,0,0,0,33,-22,43
20101222,0,0,0,33,-22,42
20101223,0,0,0,17,-11,54
20101224,0,0,0,44,-17,33
20101225,0,0,0,0,-39,17
20101226,277,0,310,-11,-61,47
20101227,132,508,198,-22,-67,76
20101228,0,457,0,33,-44,41
20101229,0,406,0,28,-6,35
20101230,0,356,0,44,-22,18
20101231,0,330,0,72,22,27
20110101,0,305,0,117,44,14
20110102,3,229,0,111,17,23
20110103,0,152,0,22,-22,39
20110104,0,127,0,44,-11,28
20110105,0,102,0,39,-17,28
20110106,0,51,0,6,-33,12
20110107,48,25,43,6,-39,22
20110108,0,76,0,-6,-50,18
20110109,0,51,0,0,-33,50
20110110,0,51,0,17,-44,39
20110111,64,51,76,-6,-50,26
20110112,155,229,155,-6,-44,51
20110113,0,203,0,-11,-78,47
20110114,0,178,0,-11,-78,26
20110115,0,152,0,33,-50,21
20110116,0,127,0,28,-33,36
20110117,0,102,0,-28,-72,31
20110118,323,127,25,50,-44,44
20110119,18,51,0,50,17,25
20110120,0,25,0,17,-11,30
20110121,104,152,107,0,-78,40
20110122,0,152,0,-44,-106,26
20110123,0,152,0,-44,-117,43
20110124,0,152,0,-44,-144,26
20110125,13,152,25,28,-44,17
20110126,328,102,312,17,-11,42
20110127,196,584,170,22,-17,15
20110128,0,508,0,11,-22,16
20110129,3,483,0,22,-17,19
20110130,0,457,0,39,-28,25
20110131,0,432,0,-6,-56,26
20110201,43,457,28,-11,-39,40
20110202,178,432,13,33,-28,29
20110203,0,406,0,11,-44,40
20110204,0,406,0,11,-50,27
20110205,53,381,0,61,-6,25
20110206,0,381,0,72,28,31
20110207,33,330,0,72,22,21
20110208,28,279,0,50,-78,55
20110209,0,254,0,-17,-94,36
20110210,0,254,0,-17,-56,35
20110211,0,203,0,28,-72,27
20110212,0,203,0,44,-11,38
20110213,0,203,0,78,-22,35
20110214,0,178,0,144,28,59
20110215,0,127,0,28,-39,52
20110216,0,102,0,89,-33,21
20110217,0,51,0,172,78,19
20110218,0,0,0,194,78,32
20110219,0,0,0,122,-50,71
20110220,0,0,0,44,-61,39
20110221,86,76,81,28,-44,37
20110222,0,76,0,22,-89,32
20110223,0,51,0,44,-61,16
20110224,13,0,0,67,-11,18
20110225,335,0,0,139,11,-9999
20110226,0,0,0,61,-6,-9999
20110227,0,0,0,100,33,29
20110228,112,0,0,156,44,43
20110301,0,0,0,78,6,30
20110302,0,0,0,117,-39,49
20110303,0,0,0,6,-67,25
20110304,0,0,0,50,-28,35
20110305,3,0,0,161,50,40
20110306,513,0,0,122,100,38
20110307,20,0,0,117,11,46
20110308,0,0,0,89,-17,21
20110309,0,0,0,72,11,48
20110310,272,0,0,117,33,48
20110311,231,0,0,128,44,38
20110312,0,0,0,133,33,37
20110313,0,0,0,117,50,42
20110314,0,0,0,72,28,23
20110315,0,0,0,83,11,23
20110316,142,0,0,139,33,13
20110317,0,0,0,183,67,25
20110318,0,0,0,250,106,36
20110319,0,0,0,150,33,39
20110320,0,0,0,106,11,29
20110321,112,0,0,72,22,22
20110322,0,0,0,100,44,38
20110323,221,0,0,44,0,30
20110324,23,25,25,67,-11,29
20110325,0,0,0,56,-22,31
20110326,0,0,0,44,-33,40
20110327,0,0,0,72,-22,38
20110328,0,0,0,72,-33,42
20110329,0,0,0,94,-6,35
20110330,3,0,0,117,22,20
20110331,33,0,0,61,28,48
20110401,46,0,0,67,17,34
20110402,0,0,0,128,33,46
20110403,0,0,0,144,56,36
20110404,15,0,0,172,61,30
20110405,41,0,0,194,50,47
20110406,23,0,0,128,33,30
20110407,5,0,0,111,56,29
20110408,0,0,0,94,56,20
20110409,0,0,0,144,44,22
20110410,0,0,0,133,78,18
20110411,0,0,0,272,100,31
20110412,277,0,0,222,72,48
20110413,97,0,0,100,61,53
20110414,0,0,0,206,89,26
20110415,0,0,0,133,50,43
20110416,368,0,0,128,50,55
20110417,84,0,0,161,100,42
20110418,0,0,0,172,83,31
20110419,8,0,0,117,83,28
20110420,0,0,0,183,72,26
20110421,0,0,0,172,61,46
20110422,0,0,0,106,44,32
20110423,191,0,0,161,61,25
20110424,127,0,0,267,122,15
20110425,0,0,0,239,133,24
20110426,0,0,0,283,122,28
20110427,0,0,0,239,161,31
20110428,79,0,0,222,161,32
20110429,0,0,0,206,122,29
20110430,0,0,0,194,100,22
20110501,0,0,0,206,100,24
20110502,0,0,0,172,100,23
20110503,0,0,0,239,128,30
20110504,127,0,0,178,78,27
20110505,0,0,0,183,78,38
